Gene	Expression
Gm17682	-2.2726002
Fam108a	5.5198355
Adat3	2.320985
Scamp4	5.576083
Csnk1g2	6.497329
Btbd2	5.7483797
Mknk2	6.487142
Gm17306	1.8463331
Mob3a	2.8904297
Izumo4	3.1324356
Ap3d1	6.490117
Dot1l	4.613022
Gm17151	-2.7210422
Plekhj1	5.239374
Sf3a2	5.522839
Amh	-0.7507092
Jsrp1	-4.5731826
Oaz1	3.0457258
Lingo3	-5.94666
Lsm7	2.987123
3110056O03Rik	4.1846623
Tmprss9	-3.4993768
Timm13	5.7715163
Lmnb2	3.9937057
Gadd45b	2.6998181
Gng7	-1.8483984
Diras1	-2.8095286
Gm16099	-2.521078
Slc39a3	3.138925
Sgta	6.1295304
Thop1	4.744651
Creb3l3	-4.6078234
Map2k2	5.453417
Zbtb7a	1.7489632
Pias4	4.3143563
Eef2	8.846331
4930442H23Rik	-0.16140772
Dapk3	5.0798526
2310050B05Rik	-5.1444697
Itgb1bp3	-5.046896
Atcay	-3.4287813
Zfr2	2.8608217
Matk	0.56642187
Mrpl54	5.652516
Apba3	3.852822
Tjp3	-0.8596172
Pip5k1c	4.4021797
Gm16315	-3.8142743
2510012J08Rik	4.371976
Tbxa2r	-3.248257
Gipc3	-4.201406
Hmg20b	1.4897906
F630110N24Rik	3.1652358
4930404N11Rik	2.4895167
Fzr1	4.8369403
Dohh	3.7236924
2210404O07Rik	-0.7745985
Nfic	2.5008483
Gm16104	-1.1118987
Celf5	-3.9450862
Gm16105	-3.646421
Ncln	5.735956
S1pr4	-4.4658484
Gna15	-2.787495
Gna11	5.6959195
Aes	4.520913
Gm15917	0.19274431
Tle2	0.35889366
Tle6	5.291831
BC025920	-0.6046309
Gm17357	-0.35204166
Sirt6	4.159981
Ankrd24	2.2517512
Gm10778	-3.6869335
Gm8112	-3.0717707
Gm3055	-3.7171056
Gm8264	-3.0717707
Gm4767	-4.7492642
Gm8137	-3.0717707
Zfp781	-3.7171056
Gm8158	-3.0717707
Gm8290	-3.0717707
Zfp873	0.70799476
AU041133	-4.594367
Gm15608	-6.1413527
Zfp938	-3.104685
4932415D10Rik	-2.5065556
Gm4924	-2.418455
1190007I07Rik	1.5329858
Tdg	-0.46390343
Glt8d2	1.2170429
Hcfc2	5.167757
Nfyb	1.7982147
1700028I16Rik	-0.17593509
Txnrd1	1.206795
Gm4799	5.414215
Chst11	-1.574793
1700025N21Rik	-3.6234705
Slc41a2	-0.7340165
D10Wsu102e	5.684517
Aldh1l2	0.7847046
A230046K03Rik	2.781904
Appl2	3.7548046
1500009L16Rik	-4.269781
Nuak1	-0.09764927
4930463O16Rik	-5.229312
Ckap4	2.292508
C330046G13Rik	-3.4309456
Tcp11l2	3.0329664
Gm17249	-0.020371495
Polr3b	4.1786547
Rfx4	-2.7957644
Gm6613	-3.325527
Ric8b	2.6106884
Fhl4	4.3801503
AI597468	2.5670362
Mterfd3	1.9029162
Cry1	4.4752827
Gm8394	1.4956439
Btbd11	-2.0199401
Gm6713	-4.699258
Gm6721	-4.6842136
Pwp1	4.6033463
Prdm4	4.9537897
Ascl4	-0.47880945
D10Wsu52e	5.9528027
Bpifc	-5.525136
Fbxo7	4.5769796
Syn3	-2.9332209
4930486F22Rik	-4.753114
Gm15990	-5.898808
Timp3	-0.99653053
Gm6729	-4.7052317
Gm5174	-4.6962614
1810014B01Rik	6.180539
Hsp90b1	7.262183
Gm15344	6.081544
BC030307	1.687687
Nt5dc3	1.3537586
Gm16268	1.8829486
Stab2	3.3361754
Gm16280	4.042548
Gm16271	-1.9827657
1700113H08Rik	-4.8078113
Gm10764	-5.390613
Ascl1	-5.3261085
Pah	-5.3053493
Gm16176	-5.5495806
Igf1	-2.6818163
Pmch	2.531058
4930547N16Rik	2.643048
Nup37	5.1793313
Ccdc53	4.7094936
Dram1	-5.7736325
Gnptab	4.049397
Gm17338	-3.3040938
Gm16235	1.7985942
Chpt1	0.8223537
Sycp3	5.932219
Mybpc1	-0.5790325
Spic	-6.1086726
Gm4925	-0.40973005
Arl1	2.4340217
Utp20	4.0302067
Slc5a8	-6.5788875
Ano4	-2.5701618
Gm17277	-4.1439204
Gas2l3	0.47828045
Nr1h4	-3.6337388
Slc17a8	-6.2539735
Scyl2	2.3210979
1500026H17Rik	-4.0281134
Actr6	3.1767366
Uhrf1bp1l	3.545522
Anks1b	-1.9031377
Apaf1	0.85480064
Ikbip	0.39423853
Slc25a3	4.9753385
Tmpo	3.5095305
Gm17499	3.336148
Gm16484	0.182413
Rmst	-3.0575511
Gm17341	-4.983831
Nedd1	2.6023028
4930485B16Rik	1.3524045
Cdk17	1.352338
Elk3	-0.24685732
Lta4h	3.0412607
Hal	-6.487415
Amdhd1	-5.4427934
Ccdc38	1.5081564
Snrpf	4.962279
4933408J17Rik	-0.26585758
Ntn4	-1.2747548
Gm15915	-3.8759513
Gm15963	-3.9761927
Usp44	-2.9821098
Metap2	3.5636184
Vezt	-0.85836697
Fgd6	2.5585423
Nr2c1	1.2321966
Ndufa12	3.376409
Gm4792	-3.791993
Tmcc3	4.836699
Gm16155	-2.6022854
Gm16154	-2.7503378
4932415G12Rik	2.7215605
Ccdc41	4.1895967
Plxnc1	0.4078472
Cradd	0.95297205
Socs2	-0.5675263
5730420D15Rik	0.065510966
Mrpl42	4.959236
Ube2n	2.2716298
Nudt4	3.024151
Gm6843	2.9163272
4732465J04Rik	-3.1359816
Eea1	4.932418
Btg1	2.3604422
Dcn	0.160272
Lum	-1.8983734
Kera	-5.1468496
Epyc	-5.523897
Gm10754	-2.500614
4921510H08Rik	-1.3317192
C030005K15Rik	-5.079457
Atp2b1	4.7365932
Poc1b	2.4362442
Galnt4	-2.4556787
Phxr2	-3.854251
Gm16239	-5.564993
Dusp6	-4.4985514
B530045E10Rik	-5.5040445
Gad1-ps	-5.880006
Csl	2.5261772
Kitl	-1.1358786
Gm8701	-4.0406094
Gm4301	-4.0406094
Gm4302	-3.9909394
Gm4303	-3.9662774
Gm4305	-3.9662774
Gm4307	-3.9662774
Gm4308	-4.0406094
Gm4312	-4.0406094
Gm4781	-3.8197913
Tmtc3	-1.5903379
Cep290	2.607613
4930430F08Rik	1.2339642
1700017N19Rik	-3.1872478
Mgat4c	-6.942452
Nts	-4.401078
Rassf9	-5.2498927
Alx1	-5.5062704
Gm17028	-3.6608374
Lrriq1	-0.53321856
Slc6a15	-6.017989
Gm6763	-3.9562933
Gm8766	-3.8197913
Gm4340	-3.8416507
Tmtc2	-3.1674168
Gm15663	-5.9177966
BC067068	2.6151626
Ccdc59	2.4303756
Gm7263	-2.8197913
Ppfia2	-7.1668296
C230021G24Rik	-6.0465035
Acss3	-6.200736
Lin7a	-3.7812068
Myf5	-5.225853
Myf6	-4.4868083
Ptprq	-0.48051012
Otogl	-6.969797
Ppp1r12a	4.077924
Pawr	3.0570614
Syt1	-2.0748885
Nav3	-3.1455753
E2f7	-1.303911
Csrp2	1.1184305
Zdhhc17	1.9725882
Gm5428	-3.995822
Osbpl8	3.1122503
Bbs10	1.713633
Nap1l1	4.026254
Gm5176	-1.7230062
Phlda1	-0.52144736
4933440J02Rik	-4.3612776
Krr1	2.554643
Glipr1	0.21705586
Glipr1l1	-4.008761
Glipr1l2	1.0330592
Caps2	2.0365217
Kcnc2	-1.5590614
Atxn7l3b	5.010825
Trhde	-6.0268617
4930473D10Rik	-3.1291838
Gm15723	-3.4302247
Tph2	0.8167973
Tbc1d15	3.9759915
Rab21	4.548951
Tmem19	3.8296776
Thap2	0.07386861
Zfc3h1	4.424947
Lgr5	-0.25576708
RP23-43M12.1	-4.168632
Tspan8	-3.6211553
Ptprr	2.4441345
4933416C03Rik	4.5282874
Ptprb	-4.7376533
Kcnmb4	-1.9407526
1700058G18Rik	-2.1509407
4933400F03Rik	-0.50954705
Cnot2	5.89664
Gm16913	-2.8917532
Gm239	-4.0689936
Rab3ip	4.354978
D630029K05Rik	-4.044463
Gm10271	-1.1082964
Best3	-3.4582632
Lrrc10	-4.681186
Cct2	8.056198
Frs2	4.9285946
Yeats4	4.613724
9530003J23Rik	-4.9216504
Gm10936	-1.3099303
Lyz2	0.2358023
Lyz1	-2.0312555
Cpsf6	3.4392378
Cpm	-0.48294294
Mdm2	4.744803
Slc35e3	-0.4227859
Nup107	5.932867
Rap1b	4.5693746
Mdm1	3.3852017
Il22	-4.311237
Iltifb	-4.1670456
Gm9049	-5.663908
Ifng	-4.438616
Dyrk2	1.6034716
4932442E05Rik	-0.6498466
Cand1	5.7044168
Gm16320	-4.5367966
Gm16321	-3.3663127
Grip1	-1.1317353
4930564G21Rik	-1.5452578
4930483C13Rik	-5.2762165
Helb	-0.75532305
Irak3	-2.8933237
Tmbim4	4.9477997
Llph	2.2784097
Hmga2	-2.7747688
1700006J14Rik	0.6656951
9230105E05Rik	-2.6001494
4921513I03Rik	-3.6324854
Msrb3	-1.0323963
Gm15961	-1.1046852
Gm15910	-5.7381387
Gm4473	-3.5611556
Lemd3	3.3245556
Wif1	-3.7093985
Tbc1d30	0.33411178
Gns	6.521646
Rassf3	3.5463307
Tbk1	5.0793767
Xpot	2.933157
D930020B18Rik	3.614133
BC048403	3.1270504
Srgap1	1.3750826
Tmem5	2.5618732
Avpr1a	-5.58457
Ppm1h	2.1164722
Mon2	4.8305116
Usp15	5.276847
Fam19a2	-6.063423
Slc16a7	-1.0680667
Lrig3	-1.3892528
Xrcc6bp1	3.6939042
Ctdsp2	4.6020784
Avil	-2.972518
Tsfm	2.847651
Fam119b	-4.3605833
Mettl1	4.246182
Cyp27b1	-0.52121806
Mar-09	5.183066
Cdk4	4.4102306
Tspan31	3.9844563
Agap2	-3.7017357
Os9	5.149642
B4galnt1	-5.4469585
Slc26a10	-5.8905735
Arhgef25	3.380666
Dtx3	2.8117468
F420014N23Rik	2.1078894
Pip4k2c	5.579634
Kif5a	0.54944944
Dctn2	5.525266
Mbd6	5.5202584
RP24-341K21.5	2.6976166
RP24-341K21.6	-0.47901872
Ddit3	2.4274564
Mars	6.213421
Arhgap9	-5.231797
Gli1	-1.6124084
Inhbe	-5.2614264
Inhbc	-5.1424537
R3hdm2	6.060745
Stac3	-2.3617184
Ndufa4l2	-1.6343652
Shmt2	3.5606508
Nxph4	-3.7593482
Lrp1	1.0951384
Gm16217	-3.4681926
Stat6	-0.3984586
Nab2	2.3111491
Gm16229	1.9505973
Tmem194	3.3392034
Gm16230	1.5104201
Myo1a	-0.07432921
Tac2	-3.6107967
Zbtb39	1.0567496
Gpr182	-4.9985
Rdh1	-4.9897165
Rdh9	-6.0345335
Rdh16	-6.8034086
Rdh18-ps	-4.0977383
Rdh19	-5.0992513
BC089597	-4.5063276
Rdh7	-4.9216504
Sdr9c7	-5.770312
Hsd17b6	-4.644349
Gm10120	-2.6811862
Prim1	3.4205801
Naca	3.707686
Ptges3	3.9897213
Baz2a	5.7964773
Atp5b	7.0902042
Rbms2	0.8807736
Gls2	0.6476468
Spryd4	0.5435016
Mip	-5.267495
Gm17292	-3.5067837
Timeless	3.5765598
Apon	-2.7093987
Apof	-4.9637876
Stat2	0.6908335
Il23a	-4.6097355
Pan2	5.330307
Cnpy2	2.8059835
Cs	5.9597507
Coq10a	2.759763
Ankrd52	3.3899856
Gm17201	3.387661
Slc39a5	-5.1134715
Obfc2b	2.94887
Rnf41	5.0169916
Smarcc2	4.702921
Myl6	2.7632113
Myl6b	3.0138712
A430046D13Rik	0.5105406
Esyt1	0.37052712
Zc3h10	3.571954
Pa2g4	5.0611043
Erbb3	0.5457555
Gm9182	1.2830096
Rps26	7.3619995
Ikzf4	0.24654332
Gm17336	-5.4223886
Suox	0.33772874
Rab5b	1.1676418
Cdk2	5.5761137
Pmel	2.9308481
Dgka	1.377913
Wibg	3.5728002
Mmp19	2.0094569
1110012D08Rik	3.2546551
Dnajc14	5.0117726
Ormdl2	3.4254549
Sarnp	-0.29461598
Gdf11	-1.2824898
Cd63	0.11069373
Rdh5	2.0872135
Bloc1s1	3.151062
Itga7	-3.5204005
Mettl7b	-4.4623256
Olfr9	-4.240325
Olfr763	-4.229312
Olfr764	-4.062493
Olfr765	-4.062493
Olfr767	-4.2862144
Olfr768	-4.076387
Olfr769	-4.283555
Olfr770	-4.0717707
Olfr771	-4.0992513
Olfr772	-4.1729493
Olfr773	-4.1729493
Olfr1516-ps	-4.076387
Olfr775	-4.076387
Olfr776	-4.076387
Olfr777	-4.0717707
Olfr779	-2.808736
Olfr780	-4.202814
Olfr781	-4.0717707
Olfr782	-4.0855765
Olfr784	-4.1082964
Olfr786	-4.076387
Olfr787	-4.076387
Olfr788	-4.0717707
Olfr790	-4.264801
Olfr791	-4.076387
Olfr792	-4.0717707
Olfr794	-4.1127977
Olfr796	-4.067139
Olfr798	-4.0717707
Olfr799	-4.0717707
Olfr800	-4.077923
Olfr801	-4.103781
Olfr802	-4.076387
Olfr803	-4.0578313
Olfr804	-4.0855765
Olfr805	-4.1082964
Olfr806	-4.1172853
Olfr807	-4.1628556
Olfr808	-4.076387
Olfr809	-4.3046937
Olfr810	-4.175821
Olfr811	-4.1082964
Olfr812	-4.227929
Olfr813	-4.067139
Olfr814	-4.067139
Olfr815	-4.0947075
Olfr816	-4.076387
Olfr818	-4.103781
Olfr819	-4.1127977
Olfr247	-4.1127977
Gm10310	-4.1127977
Olfr820	-4.2526145
Olfr821	-4.067139
Olfr822	-4.080989
Olfr823	-4.0901494
Olfr824	-4.0901494
Olfr825	-4.1262183
Olfr826	-4.080989
Olfr827	-4.24853
Neurod4	-5.9087653
5830405N20Rik	-4.974545
Vmn2r84	-5.768411
Vmn2r85	-5.77221
Vmn2r86	-5.7707872
Vmn2r87	-5.769362
Pisd-ps1	1.9398831
Sfi1	4.938542
Gm11399	3.7604942
Drg1	5.4270616
Gm12735	0.18904601
Eif4enif1	6.09091
Patz1	4.1535907
Gm12592	2.3528805
Gm11944	1.3902128
Pik3ip1	1.4521438
Limk2	2.6289055
Gm11948	-3.2755475
Rnf185	4.3289294
8430429K09Rik	1.8272926
Pla2g3	-5.264025
Inpp5j	-2.8080423
Selm	-1.122327
Smtn	-1.8981906
Gm11946	-4.1348753
Gm11947	-2.294163
Tug1	2.5954218
Morc2a	5.4428287
Osbp2	0.22831185
4921536K21Rik	0.33978137
Dusp18	1.7389619
Slc35e4	-1.9296926
Tcn2	5.3931904
4930556J24Rik	1.1897849
Pes1	3.9040546
Gal3st1	-3.044463
Sec14l4	-1.6472485
Sec14l3	-3.492346
Mtfp1	0.6792379
Sec14l2	-2.6546764
Rnf215	0.44118577
Ccdc157	4.1719937
Sf3a1	5.2151175
Tbc1d10a	3.32223
Gatsl3	-4.669623
Osm	-5.3511534
Lif	-6.2882056
Gm11959	-3.6992576
Gm11958	-2.1843994
Hormad2	3.1991355
Mtmr3	5.560441
Gm11032	-0.8738312
Gm11961	-4.810585
Ascc2	4.514874
Uqcr10	4.488693
Zmat5	3.7258909
Cabp7	1.8387752
Nf2	4.378051
Nipsnap1	3.6931074
Thoc5	5.2610836
Nefh	3.3043914
Ap1b1	6.0726676
Gas2l1	4.9190354
Rasl10a	-0.7975956
Ewsr1	4.024158
Rhbdd3	3.671966
Gm11031	3.2136316
Emid1	-0.1887046
Kremen1	3.41354
Znrf3	1.9613413
Gm11963	-3.16719
Xbp1	4.626224
Ccdc117	5.164899
Ankrd36	-0.81344485
Mrps24	5.7309904
Urgcp	3.604884
2210015D19Rik	1.8829957
Dbnl	5.294738
Pgam2	-0.59372324
Polm	-0.18580246
Aebp1	0.26782483
Pold2	5.294275
Myl7	-3.405977
Gck	-4.6159325
Gm11967	-3.1082964
Ykt6	4.8853235
Camk2b	-1.5613135
Nudcd3	4.1315355
Npc1l1	1.3333014
Ddx56	4.9107523
Tmed4	4.611678
Ogdh	6.5180016
Zmiz2	6.311446
Ppia	6.3108354
H2afv	4.085778
Purb	2.4977384
Purb	2.802291
Gm11973	0.60630125
Myo1g	-5.2286897
Gm11974	0.7121926
Ccm2	3.738246
Nacad	-4.3056116
Tbrg4	4.807932
Wap	-2.6808395
Gm11978	-4.661862
Ramp3	-0.77941555
Gm11981	-3.5764453
Adcy1	-0.57411736
Gm11985	5.1311693
Igfbp1	-1.8166412
Igfbp3	2.177854
Gm11986	-4.6922565
Tns3	0.9855224
Pkd1l1	4.3446875
Hus1	2.5481791
Sun3	-2.0706604
Gm11992	-0.52333385
Upp1	-3.401814
Abca13	-2.6462502
Vwc2	-2.8026192
Zpbp	2.4018548
4930415F15Rik	-0.44639662
Gm11998	-4.1262183
4930512M02Rik	-4.077923
Gm11999	-3.8685176
Ikzf1	1.1059601
Gm12000	-3.4983222
Fignl1	3.9873917
Ddc	-2.9676032
1700042O10Rik	-4.271527
Grb10	2.5734704
Cobl	2.131857
Gm12002	-3.156358
Gm17624	-1.845262
4930554G24Rik	-4.847965
1700046C09Rik	-3.286214
Vstm2a	-3.8743615
Sec61g	3.3364038
Egfr	0.4257609
Gm17664	-0.03429585
E230015J15Rik	-6.1897354
2810442I21Rik	1.2608222
Fbxo48	1.2262039
Plek	-2.273726
Cnrip1	-2.431306
Ppp3r1	3.6517246
Wdr92	2.1339717
Pno1	4.903628
C1d	1.929132
Etaa1	2.0693326
2900053O20Rik	0.90957
Gm12018	-5.922078
Gm12022	-4.589423
Gm12023	-3.2237735
8430419K02Rik	-5.5384703
Meis1	-1.8140792
Gm16140	-4.3319764
Gm16141	-3.8271148
4933406G16Rik	-4.515989
Gm12027	-4.09167
Spred2	-0.4414079
Actr2	1.3930947
Gm12031	-3.4937274
Rab1	4.6722717
Cep68	3.698297
Slc1a4	-1.5959297
Gm12033	-4.490272
Sertad2	2.9249322
Aftph	4.806031
1110067D22Rik	2.5696297
Gm12037	-2.3161893
Peli1	4.335378
Vps54	3.7330015
Ugp2	4.2312303
Gm12043	-3.9094553
4932414J04Rik	-5.971657
Mdh1	4.1945853
Wdpcp	0.9703969
Otx1	-0.93045014
Ehbp1	1.9391804
Gm12050	-3.4658484
Gm12051	-4.5904994
Tmem17	0.9797436
Gm17335	-4.0686846
Gm12052	-0.74521095
Gm12055	-3.8325827
Gm12056	-4.497175
Commd1	2.6663556
B3gnt2	2.8736472
RP23-242C19.6	-2.7901206
RP23-242C19.5	0.037163854
Zrsr1	1.5361454
Cct4	5.853292
Fam161a	-3.8294504
Gm12059	-2.1903486
1700061J23Rik	-3.270184
Xpo1	4.059491
Usp34	5.4781833
Ahsa2	5.6063733
1700030C12Rik	-0.070536956
1700093K21Rik	-2.6982994
Gm12060	-2.6659517
0610010F05Rik	1.9344963
Pex13	1.9934466
Pus10	3.9975262
Rel	-0.5459022
Papolg	2.6336524
Gm12061	1.2946429
A830031A19Rik	-3.7655554
Gm12063	-3.531202
Bcl11a	-5.734918
Gm12064	-3.2593977
4930538E20Rik	-4.0578313
Gm12065	-3.558958
Gm12066	-2.9925687
Gm12068	-2.7559946
4933430M04Rik	-3.7405648
Gm10466	-5.469363
Gm12665	-3.6255722
Gm12069	-3.856042
4933427E13Rik	-5.043756
5730522E02Rik	-5.5861354
Fancl	2.1138515
Vrk2	0.78787756
Gm6899	0.83975154
Gm6685	1.1113935
Gm12081	-3.1700726
Ccdc85a	-6.968556
2810471M01Rik	-4.6905513
Gm12082	-3.4302247
Efemp1	-5.0416327
Pnpt1	2.5845058
A630052C17Rik	2.1940715
Smek2	2.970635
Ccdc104	4.032358
Ccdc88a	2.3254883
Prorsd1	0.65020233
Gm12089	-1.7908698
Mtif2	2.2328975
Rps27a	4.896937
1700034F02Rik	-0.2569052
Gm12088	-3.2237735
Gm12092	-3.2782216
Rtn4	4.5586925
Eml6	1.9078349
4931440F15Rik	-5.8782444
Spnb2	4.225787
Gm17674	-0.69325906
Gm17438	-0.3713309
Gm8098	-4.5991874
4930505A04Rik	0.3212407
Acyp2	-3.9546227
Gm12100	-0.64410055
Psme4	4.3237233
Gpr75	-1.3161893
Erlec1	4.044555
Asb3	2.5222797
Chac2	-4.4102497
Gm17332	-0.6443493
Stc2	-1.863184
Bod1	3.737916
D630024D03Rik	-4.8151956
Gm12107	-3.9974453
Cpeb4	1.227183
4930524B15Rik	2.6852527
Nsg2	-6.0707297
Gm12108	-5.539585
Il9r	0.7226532
Snrnp25	3.3277223
Rhbdf1	2.5374174
Nprl3	3.8256898
Mpg	3.1672654
Hba-x	-4.07485
Hba-a1	-2.129776
Hbq1b	-3.7032433
Hba-a2	-3.5894232
Hbq1a	-3.4398105
Sh3pxd2b	-1.065691
Ubtd2	3.6258154
Efcab9	-2.0759263
Stk10	-0.45935002
Fbxw11	5.207394
Gm10462	-2.5278354
4930555O08Rik	-3.5851102
1700008A04Rik	-3.6318583
Gm12111	-2.6484892
Gm12114	-3.558958
Fgf18	-2.262507
Npm1	5.3860607
Tlx3	-2.6306033
Gm12116	1.3478171
Ranbp17	2.7718303
Gabrp	-3.770929
D130052B06Rik	-5.3656845
Kcnip1	-5.647455
Gm12119	-3.652617
Gm12120	-3.2588558
Kcnmb1	-6.2344847
4930469K13Rik	0.9629456
Lcp2	-4.1719074
Gm12121	-3.16719
Foxi1	-5.404142
Dock2	-1.7744217
4930403D09Rik	-3.5120184
Fam196b	-2.0480602
Ccdc99	3.3838656
Gm12711	-2.610797
Slit3	0.36110955
Gm12122	-3.0279543
Pank3	3.4034705
Fbll1	-4.755995
Rars	4.9015026
Wwc1	3.6301227
Odz2	-3.4480207
Gm12126	-2.3231983
Gm12127	-3.6649299
Gm12128	-5.558188
Gm12130	-3.5210779
Gm12132	-4.6433125
3110004A20Rik	-2.7901206
Mat2b	4.866556
Hmmr	2.6253
Nudcd2	2.5757334
Ccng1	2.5388422
Gm12139	-2.7521527
A230004M16Rik	-2.819034
Gabrg2	-6.733762
Gabra1	-6.534561
Gabra6	-5.482756
Gabrb2	-3.5184631
Gm9972	-4.783548
Gm12145	-1.9629571
Atp10b	1.8819705
Gm12146	1.3932207
Gm12144	0.37009445
Gm12147	1.4428025
Gm12148	-2.3912303
Pttg1	3.9678066
Slu7	3.915971
C1qtnf2	-4.4025493
Ccnjl	-1.1688626
Gm12150	-3.0717707
4933415A04Rik	-5.173668
Fabp6	-3.1052878
Pwwp2a	3.5005643
Ttc1	4.934892
Adra1b	-4.1881013
Gm12153	-5.4943027
Gm12154	-2.999067
Il12b	-1.991184
Ublcp1	1.8286735
Rnf145	3.5543373
4930597A21Rik	-3.496486
Ebf1	-3.716514
Gm12158	-3.502902
Gm12159	-4.7002554
Gm12160	-2.6192582
Gm12162	-1.1900907
Gm12162	-1.4681923
F630206G17Rik	-3.621366
Clint1	4.488011
Lsm11	3.026162
Thg1l	2.2318585
Sox30	4.041539
Gm12166	0.73217374
Adam19	-1.8774912
Gm16033	-2.2685714
Gm16034	-1.9562933
Nipal4	-5.9512753
Cyfip2	-0.17335173
C030019I05Rik	-3.6255722
Itk	-4.8508415
Gm12167	-2.2243285
Fam71b	-3.7481074
Med7	3.4828503
2310031A07Rik	4.442256
Havcr2	-5.611327
Gm12169	-4.258044
Gm12171	-4.641237
BC053393	-5.1815457
Dppa1	-4.822542
Gm4926	-3.7022479
Timd2	0.1428269
Havcr1	-1.2237043
Timd4	-1.5499127
Sgcd	-3.3610637
Gnb2l1	6.575857
Trim41	6.1289434
Gm12184	0.118808195
Trim7	-1.1541023
Gm16170	-4.9236155
Irgm1	-2.3057976
Gm5431	-6.0931897
Gm12185	-6.649264
Psme2b-ps	-1.7584865
9930111J21Rik1	-6.458499
Olfr56	-5.2063284
Tgtp1	-5.8475146
9930111J21Rik2	-6.9780445
Tgtp2	-5.7220244
Ifi47	-5.227445
Olfr1396	-4.4059772
Olfr1395	-4.0992513
Olfr1394	-4.076387
Btnl9	-6.6130757
Zfp62	2.8088336
Mgat1	3.5922449
Olfr1393	-4.0717707
Olfr1392	-4.192928
Olfr10	-4.080989
Olfr1391	-4.0717707
Olfr1390	-4.0717707
Olfr1389	-4.2688403
Olfr1388	-4.0717707
Olfr1387	-4.0717707
Olfr1386	-4.340957
Olfr1385	-4.062493
Olfr1384	-4.2154264
Olfr1383	-4.077923
Olfr1382	-4.0717707
Olfr1381	-4.07485
Olfr1380	-4.07485
Flt4	-2.9689672
Scgb3a1	-1.6884418
Cnot6	2.2374427
Gfpt2	-6.4982934
Mapk9	4.306821
Rasgef1c	-0.60035205
Rnf130	6.062794
Tbc1d9b	4.722809
Gm12195	0.0771531
3010026O09Rik	4.364219
Sqstm1	4.3621917
Mgat4b	3.613199
Ltc4s	0.23439032
Gm16641	-1.5158434
Maml1	2.4452362
Canx	6.674201
Cby3	-0.9781679
Hnrnph1	5.1865435
Rufy1	4.0159073
Gm12198	-5.0223827
Adamts2	-2.430637
Gm12199	-3.2154264
Gm12200	-5.0609407
Zfp354c	0.6902415
Zfp879	1.9130595
Grm6	-6.605749
Gm12660	-3.5764453
Zfp454	-0.38509092
Zfp2	0.40424114
Zfp354b	-3.2233298
4933414I15Rik	-5.398008
Prop1	-3.42009
Olfr1378	-4.0901494
Olfr1377	-4.2553315
Olfr51	-4.053155
Olfr54	-4.080989
Olfr1375-ps1	-4.080989
Zfp354a	-1.481694
9230009I02Rik	-2.629347
5133400J02Rik	2.3669713
Gm12569	0.3139726
BC049762	3.6516302
Clk4	2.3290899
Col23a1	-2.7278771
Agxt2l2	3.111054
Hnrnpab	6.246551
Nhp2	4.474706
Rmnd5b	4.712318
N4bp3	-0.7081432
D930048N14Rik	-1.705512
0610009B22Rik	2.6601267
Sec24a	1.7322879
Sar1b	2.5397687
Phf15	-1.6438607
Gm16953	-1.1274052
Cdkn2aipnl	4.804966
Ube2b	4.943795
Gm12204	1.893147
Cdkl3	2.4017837
Gm12205	-1.2168207
Ppp2ca	4.428575
Gm17500	-0.8385138
Olfr1373	-4.0717707
Olfr1371	-4.07485
Skp1a	6.401402
Gm12207	2.4940832
Tcf7	5.7279463
A630014C17Rik	-1.7850796
Vdac1	1.9171743
9530068E07Rik	4.9043417
Fstl4	2.3092093
Gm11186	-4.404754
Hspa4	6.281683
Zcchc10	2.727859
Aff4	2.9460852
Leap2	-3.101971
Uqcrq	4.571613
Gdf9	1.8206038
Gm10447	-5.373208
Shroom1	-3.216821
Gm12212	-2.7636483
Gm9837	-3.7151334
Ankrd43	-5.9034915
Gm9945	-4.0655923
Sep-08	1.487606
A430108G06Rik	-4.755995
Kif3a	5.192834
Il4	1.7120456
Il13	-4.4362235
Rad50	5.0003595
Il5	-4.7873073
Gm12214	-2.9053094
Irf1	-0.17361483
Gm17334	-2.8743613
Gm12216	-5.571548
Gm11006	0.12616879
Slc22a5	2.3661044
Slc22a21	0.32834744
Slc22a4	-5.519384
Pdlim4	-0.2014058
P4ha2	-1.0715393
4933405E24Rik	-4.2755475
Csf2	-2.693259
Gm12223	-2.093797
Il3	-3.346319
Acsl6	-0.06726639
Gm12224	-0.23394753
4930404A10Rik	1.6295825
Fnip1	3.5357623
Rapgef6	3.012587
Cdc42se2	4.6488223
Gm12227	-3.3383973
Gm12228	-4.0593867
Lyrm7	2.1170943
Hint1	5.800799
Gpx3	1.6962897
Tnip1	3.900379
Anxa6	1.5836593
Ccdc69	-2.5792236
Gm2a	2.5095751
Slc36a3	-5.404754
Gm12233	-3.2237735
Slc36a2	-2.9104896
4921508A21Rik	-4.9697556
Slc36a1	4.768828
Fat2	-3.6323864
Sparc	2.7802436
Atox1	7.277317
G3bp1	2.9603672
Gm12238	-1.1556022
Glra1	-5.438616
Gm12236	-2.16719
Gm12239	-3.16719
Nmur2	-4.7385273
Gria1	-6.7624555
Fam114a2	4.954306
Mfap3	3.090563
Gm12243	-3.8826442
4933424L21Rik	-4.4132943
Galnt10	-0.9769994
4933426K07Rik	-4.7975955
2010001A14Rik	1.828369
Sap30l	5.9253087
Hand1	-5.1650248
Gm11003	-0.24579999
